user_id,registration_date,country,city,age,traffic_source,device,is_active
134,2026-03-19,Russia,Moscow,35,search,mobile,1
135,2026-01-03,Kazakhstan,Astana,48,social_media,mobile,1
136,2026-01-01,Russia,Rostov-on-Don,47,social_media,mobile,1
137,2026-01-05,Russia,Moscow,38,search,desktop,1
138,2026-03-31,Russia,Novosibirsk,47,email,desktop,1
139,2026-01-14,Belarus,Gomel,21,search,mobile,1
140,2026-01-27,Russia,Novosibirsk,22,search,mobile,1
141,2026-01-09,Russia,Rostov-on-Don,27,ads,tablet,1
142,2026-03-20,Russia,Kazan,44,referral,mobile,1
143,2026-01-15,Kazakhstan,Shymkent,33,ads,mobile,0
144,2026-03-31,Russia,Saint Petersburg,47,search,mobile,0
145,2026-02-11,Kazakhstan,Astana,30,email,mobile,1
146,2026-03-18,Russia,Saint Petersburg,53,ads,tablet,1
147,2026-02-20,Russia,Saint Petersburg,38,search,tablet,1
148,2026-03-04,Russia,Moscow,32,ads,desktop,1
149,2026-02-21,Armenia,Yerevan,37,social_media,mobile,1
150,2026-01-04,Russia,Novosibirsk,37,search,mobile,1
151,2026-01-23,Belarus,Brest,22,email,mobile,1
152,2026-01-15,Russia,Saint Petersburg,49,email,tablet,1
153,2026-02-12,Russia,Saint Petersburg,23,social_media,desktop,0
154,2026-01-29,Russia,Rostov-on-Don,47,social_media,mobile,1
155,2026-02-05,Russia,Saint Petersburg,43,search,mobile,1
156,2026-01-13,Kazakhstan,Shymkent,54,search,mobile,1
157,2026-02-01,Belarus,Brest,30,social_media,tablet,1
158,2026-03-12,Belarus,Gomel,46,referral,mobile,0
159,2026-02-28,Kazakhstan,Shymkent,22,search,mobile,1
160,2026-03-27,Russia,Kazan,42,ads,mobile,1
161,2026-01-28,Russia,Rostov-on-Don,30,search,mobile,1
162,2026-03-07,Armenia,Vanadzor,41,search,tablet,1
163,2026-02-11,Russia,Saint Petersburg,48,ads,tablet,1
164,2026-02-14,Kazakhstan,Shymkent,37,search,tablet,1
165,2026-03-03,Kazakhstan,Astana,25,search,desktop,1
166,2026-02-26,Russia,Rostov-on-Don,26,search,mobile,1
167,2026-01-06,Armenia,Vanadzor,38,search,mobile,1
168,2026-01-28,Russia,Saint Petersburg,37,social_media,mobile,1
169,2026-01-28,Russia,Kazan,32,email,desktop,1
170,2026-02-13,Russia,Novosibirsk,43,referral,mobile,1
171,2026-03-25,Russia,Saint Petersburg,28,search,desktop,1
172,2026-01-30,Russia,Saint Petersburg,54,ads,mobile,1
173,2026-03-03,Russia,Novosibirsk,28,referral,mobile,1
174,2026-03-16,Kazakhstan,Shymkent,44,social_media,desktop,1
175,2026-03-30,Belarus,Gomel,47,ads,tablet,1
176,2026-03-03,Russia,Kazan,36,ads,mobile,1
177,2026-01-01,Russia,Saint Petersburg,51,ads,mobile,1
178,2026-01-27,Belarus,Brest,55,ads,tablet,1
179,2026-03-03,Russia,Novosibirsk,40,ads,desktop,0
180,2026-03-18,Russia,Moscow,18,referral,mobile,1
181,2026-01-03,Russia,Novosibirsk,20,search,mobile,1
182,2026-03-11,Russia,Kazan,20,social_media,mobile,0
183,2026-03-13,Russia,Rostov-on-Don,45,email,mobile,0
184,2026-01-27,Armenia,Vanadzor,31,social_media,desktop,1
185,2026-01-09,Russia,Novosibirsk,47,email,mobile,0
186,2026-03-03,Russia,Rostov-on-Don,22,referral,mobile,0
187,2026-02-06,Russia,Rostov-on-Don,32,search,mobile,1
188,2026-02-20,Russia,Kazan,55,referral,mobile,1
189,2026-02-13,Russia,Kazan,31,social_media,mobile,1
190,2026-01-24,Kazakhstan,Shymkent,31,ads,mobile,1
191,2026-03-20,Kazakhstan,Almaty,25,social_media,mobile,1
192,2026-02-28,Russia,Saint Petersburg,25,social_media,mobile,1
193,2026-02-01,Belarus,Brest,36,referral,mobile,1
194,2026-03-29,Kazakhstan,Astana,49,search,mobile,1
195,2026-02-21,Kazakhstan,Astana,48,search,desktop,1
196,2026-03-03,Russia,Rostov-on-Don,46,ads,mobile,1
197,2026-02-27,Russia,Saint Petersburg,28,ads,mobile,1
198,2026-02-21,Russia,Moscow,30,ads,mobile,1
199,2026-01-12,Russia,Novosibirsk,44,search,tablet,1
200,2026-02-08,Russia,Saint Petersburg,36,email,tablet,1
201,2026-01-02,Russia,Moscow,43,ads,mobile,1
202,2026-01-03,Belarus,Gomel,54,search,desktop,1
203,2026-02-25,Belarus,Brest,26,ads,mobile,0
204,2026-03-22,Belarus,Gomel,45,ads,mobile,1
205,2026-02-28,Russia,Moscow,49,search,mobile,1
206,2026-01-02,Russia,Saint Petersburg,20,ads,mobile,1
207,2026-01-02,Russia,Kazan,49,search,mobile,1
208,2026-02-23,Russia,Novosibirsk,22,ads,desktop,1
209,2026-03-28,Russia,Novosibirsk,25,ads,desktop,0
210,2026-01-01,Russia,Novosibirsk,31,search,mobile,1
211,2026-01-19,Russia,Kazan,20,search,mobile,0
212,2026-01-02,Kazakhstan,Almaty,41,ads,mobile,0
213,2026-02-22,Russia,Novosibirsk,30,search,mobile,1
214,2026-02-13,Kazakhstan,Almaty,46,email,tablet,1
215,2026-03-31,Russia,Saint Petersburg,25,social_media,desktop,1
216,2026-02-01,Russia,Moscow,48,ads,tablet,1
217,2026-03-11,Russia,Moscow,43,search,desktop,1
218,2026-02-01,Russia,Novosibirsk,35,social_media,mobile,1
219,2026-03-09,Russia,Rostov-on-Don,35,ads,mobile,1
220,2026-02-24,Russia,Rostov-on-Don,24,email,mobile,1
221,2026-03-16,Russia,Kazan,55,referral,mobile,1
222,2026-02-25,Russia,Kazan,33,email,desktop,1
223,2026-01-17,Russia,Rostov-on-Don,50,email,mobile,0
224,2026-02-07,Belarus,Gomel,20,social_media,mobile,1
225,2026-01-24,Russia,Novosibirsk,55,social_media,desktop,1
226,2026-03-10,Kazakhstan,Astana,21,social_media,desktop,1
227,2026-03-11,Russia,Saint Petersburg,53,email,mobile,0
228,2026-03-27,Belarus,Minsk,21,social_media,desktop,0
229,2026-01-11,Kazakhstan,Shymkent,26,ads,mobile,1
230,2026-01-16,Russia,Saint Petersburg,34,search,mobile,1
231,2026-03-14,Russia,Kazan,34,email,mobile,1
232,2026-02-28,Belarus,Brest,50,ads,mobile,1
233,2026-03-11,Russia,Moscow,37,social_media,desktop,1
234,2026-03-21,Russia,Novosibirsk,31,referral,mobile,1
235,2026-01-03,Russia,Rostov-on-Don,39,social_media,desktop,1
236,2026-01-20,Kazakhstan,Almaty,44,referral,desktop,1
237,2026-02-28,Kazakhstan,Almaty,20,social_media,mobile,1
238,2026-02-05,Russia,Novosibirsk,41,ads,desktop,1
239,2026-01-19,Russia,Moscow,47,email,mobile,1
240,2026-03-31,Russia,Rostov-on-Don,25,ads,mobile,1
241,2026-03-08,Russia,Saint Petersburg,39,search,desktop,1
242,2026-01-19,Armenia,Vanadzor,42,ads,desktop,1
243,2026-01-20,Russia,Novosibirsk,27,ads,mobile,1
244,2026-03-12,Russia,Moscow,46,search,tablet,1
245,2026-02-21,Russia,Novosibirsk,18,search,mobile,1
246,2026-02-02,Kazakhstan,Shymkent,38,social_media,tablet,0
247,2026-02-09,Russia,Moscow,41,email,mobile,1
248,2026-02-08,Russia,Moscow,26,ads,mobile,1
249,2026-03-23,Russia,Novosibirsk,43,ads,mobile,1
250,2026-01-01,Russia,Saint Petersburg,26,social_media,mobile,0
251,2026-01-11,Russia,Novosibirsk,37,social_media,mobile,1
252,2026-02-26,Russia,Kazan,52,referral,desktop,1
253,2026-03-30,Russia,Rostov-on-Don,53,ads,mobile,1
254,2026-02-19,Belarus,Brest,53,email,mobile,0
255,2026-01-23,Kazakhstan,Astana,26,search,mobile,1
256,2026-01-31,Armenia,Yerevan,39,social_media,mobile,1
257,2026-02-11,Russia,Novosibirsk,18,ads,desktop,1
258,2026-01-07,Armenia,Gyumri,22,search,desktop,1
259,2026-01-16,Russia,Moscow,26,ads,tablet,1
260,2026-03-31,Russia,Kazan,54,ads,mobile,1
261,2026-03-01,Russia,Rostov-on-Don,55,search,mobile,1
262,2026-01-02,Russia,Rostov-on-Don,36,email,mobile,1
263,2026-01-01,Russia,Novosibirsk,25,social_media,tablet,1
264,2026-02-17,Russia,Kazan,49,search,desktop,1
265,2026-01-12,Russia,Saint Petersburg,30,search,mobile,1
266,2026-03-10,Russia,Rostov-on-Don,37,search,mobile,1
267,2026-02-06,Russia,Kazan,53,referral,desktop,1
268,2026-02-01,Russia,Novosibirsk,54,search,desktop,1
269,2026-01-09,Russia,Moscow,47,ads,desktop,1
270,2026-01-19,Kazakhstan,Shymkent,27,ads,mobile,1
271,2026-02-17,Kazakhstan,Almaty,48,social_media,tablet,1
272,2026-03-21,Russia,Kazan,42,search,mobile,0
273,2026-01-03,Russia,Moscow,46,ads,tablet,1
274,2026-01-20,Russia,Kazan,41,email,desktop,1
275,2026-01-24,Kazakhstan,Astana,38,social_media,desktop,1
276,2026-02-23,Russia,Novosibirsk,26,social_media,desktop,1
277,2026-02-02,Russia,Rostov-on-Don,19,ads,mobile,1
278,2026-01-24,Russia,Moscow,21,search,mobile,1
279,2026-03-16,Russia,Novosibirsk,25,referral,mobile,1
280,2026-03-13,Russia,Kazan,49,email,mobile,1
281,2026-02-05,Kazakhstan,Astana,31,ads,mobile,1
282,2026-02-07,Russia,Saint Petersburg,30,ads,mobile,1
283,2026-03-25,Russia,Kazan,38,search,desktop,1
284,2026-03-30,Kazakhstan,Astana,41,search,mobile,1
285,2026-01-25,Kazakhstan,Shymkent,35,social_media,desktop,1
286,2026-01-18,Russia,Moscow,43,referral,desktop,1
287,2026-03-23,Russia,Rostov-on-Don,49,search,mobile,1
288,2026-03-07,Russia,Novosibirsk,50,ads,mobile,1
289,2026-02-23,Belarus,Brest,48,email,mobile,0
290,2026-02-04,Russia,Moscow,35,ads,desktop,0
291,2026-03-21,Belarus,Gomel,52,referral,mobile,0
292,2026-03-02,Russia,Kazan,29,social_media,mobile,0
293,2026-02-10,Russia,Rostov-on-Don,42,referral,desktop,1
294,2026-02-02,Russia,Moscow,48,ads,mobile,1
295,2026-03-09,Russia,Rostov-on-Don,27,ads,desktop,1
296,2026-02-02,Russia,Rostov-on-Don,51,search,mobile,1
297,2026-01-14,Russia,Rostov-on-Don,20,search,desktop,1
298,2026-01-21,Russia,Moscow,25,ads,tablet,1
299,2026-02-17,Armenia,Yerevan,49,referral,desktop,1
300,2026-01-20,Russia,Rostov-on-Don,46,email,mobile,1
301,2026-01-08,Kazakhstan,Shymkent,39,social_media,mobile,0
302,2026-01-07,Russia,Kazan,37,ads,desktop,1
303,2026-03-08,Russia,Novosibirsk,23,social_media,mobile,1
304,2026-01-17,Russia,Rostov-on-Don,46,social_media,mobile,1
305,2026-02-02,Russia,Saint Petersburg,34,search,desktop,1
306,2026-02-17,Belarus,Minsk,48,referral,mobile,1
307,2026-03-17,Russia,Moscow,51,ads,mobile,1
308,2026-02-28,Russia,Novosibirsk,55,ads,tablet,1
309,2026-03-27,Russia,Saint Petersburg,54,ads,mobile,1
310,2026-01-22,Russia,Novosibirsk,21,social_media,mobile,1
311,2026-01-30,Russia,Novosibirsk,19,social_media,desktop,0
312,2026-02-07,Kazakhstan,Astana,29,ads,desktop,1
313,2026-02-20,Kazakhstan,Almaty,52,ads,mobile,1
314,2026-02-23,Russia,Rostov-on-Don,23,ads,desktop,1
315,2026-01-08,Russia,Rostov-on-Don,25,ads,desktop,1
316,2026-01-27,Russia,Kazan,38,search,mobile,1
317,2026-01-27,Russia,Rostov-on-Don,52,ads,mobile,1
318,2026-01-21,Russia,Saint Petersburg,32,ads,mobile,1
319,2026-01-30,Russia,Kazan,24,email,desktop,1
320,2026-01-28,Russia,Rostov-on-Don,32,search,desktop,0
321,2026-03-05,Russia,Kazan,23,social_media,mobile,1
322,2026-03-10,Russia,Saint Petersburg,34,ads,desktop,1
323,2026-03-02,Russia,Rostov-on-Don,21,search,desktop,1
324,2026-02-17,Russia,Moscow,39,search,mobile,1
325,2026-01-19,Russia,Saint Petersburg,49,ads,desktop,1
326,2026-01-04,Kazakhstan,Astana,39,ads,mobile,1
327,2026-02-04,Russia,Novosibirsk,44,email,tablet,1
328,2026-03-05,Russia,Saint Petersburg,32,referral,mobile,1
329,2026-02-18,Russia,Moscow,39,ads,desktop,1
330,2026-01-17,Belarus,Gomel,45,ads,desktop,1
331,2026-02-13,Russia,Rostov-on-Don,55,referral,mobile,1
332,2026-01-30,Russia,Rostov-on-Don,26,ads,desktop,1
333,2026-02-15,Russia,Kazan,51,social_media,desktop,1
334,2026-01-06,Kazakhstan,Astana,53,referral,tablet,1
335,2026-02-06,Armenia,Vanadzor,26,referral,mobile,1
336,2026-01-24,Russia,Saint Petersburg,32,search,mobile,1
337,2026-02-15,Belarus,Gomel,37,ads,tablet,1
338,2026-02-22,Belarus,Gomel,25,ads,desktop,1
339,2026-03-01,Belarus,Gomel,45,email,desktop,1
340,2026-03-04,Russia,Rostov-on-Don,36,referral,tablet,1
341,2026-03-26,Russia,Moscow,33,social_media,mobile,0
342,2026-02-01,Russia,Saint Petersburg,28,social_media,mobile,1
343,2026-03-28,Kazakhstan,Almaty,25,social_media,mobile,1
344,2026-02-02,Russia,Kazan,50,social_media,desktop,1
345,2026-03-08,Russia,Novosibirsk,27,email,desktop,1
346,2026-01-18,Russia,Moscow,35,social_media,tablet,1
347,2026-01-25,Kazakhstan,Almaty,52,search,mobile,0
348,2026-02-23,Kazakhstan,Almaty,20,ads,desktop,0
349,2026-02-27,Russia,Novosibirsk,44,social_media,tablet,1
350,2026-03-08,Kazakhstan,Shymkent,45,search,desktop,1
351,2026-02-15,Russia,Kazan,23,ads,mobile,1
352,2026-01-24,Kazakhstan,Shymkent,31,email,desktop,1
353,2026-02-01,Russia,Rostov-on-Don,24,social_media,tablet,1
354,2026-02-16,Russia,Saint Petersburg,27,referral,tablet,1
355,2026-03-27,Belarus,Brest,32,ads,desktop,1
356,2026-01-23,Russia,Rostov-on-Don,48,social_media,desktop,1
357,2026-03-07,Kazakhstan,Almaty,46,ads,mobile,1
358,2026-01-27,Russia,Moscow,34,referral,mobile,0
359,2026-01-02,Russia,Rostov-on-Don,46,ads,tablet,1
360,2026-03-31,Russia,Kazan,32,social_media,mobile,0
361,2026-01-17,Russia,Novosibirsk,43,social_media,mobile,1
362,2026-02-02,Russia,Kazan,29,search,mobile,1
363,2026-01-09,Russia,Saint Petersburg,42,referral,mobile,1
364,2026-02-12,Russia,Rostov-on-Don,22,email,desktop,1
365,2026-02-17,Russia,Rostov-on-Don,21,ads,mobile,1
366,2026-02-08,Armenia,Yerevan,48,ads,tablet,0
367,2026-02-11,Armenia,Gyumri,20,ads,tablet,1
368,2026-01-26,Russia,Rostov-on-Don,20,ads,mobile,1
369,2026-02-19,Kazakhstan,Almaty,43,email,mobile,1
370,2026-01-25,Russia,Moscow,34,referral,desktop,0
371,2026-01-24,Russia,Novosibirsk,27,ads,desktop,1
372,2026-01-13,Kazakhstan,Almaty,19,search,mobile,1
373,2026-03-01,Belarus,Gomel,41,search,mobile,0
374,2026-01-07,Russia,Novosibirsk,28,ads,mobile,1
375,2026-02-26,Kazakhstan,Astana,41,search,mobile,1
376,2026-02-05,Russia,Rostov-on-Don,52,ads,mobile,1
377,2026-02-14,Armenia,Yerevan,40,search,desktop,1
378,2026-01-20,Russia,Saint Petersburg,49,social_media,desktop,0
379,2026-03-06,Russia,Novosibirsk,40,social_media,desktop,1
380,2026-01-08,Russia,Saint Petersburg,51,ads,mobile,1
381,2026-01-16,Russia,Rostov-on-Don,36,email,desktop,0
382,2026-01-14,Russia,Kazan,19,social_media,mobile,1
383,2026-03-17,Belarus,Gomel,19,email,mobile,0
384,2026-03-28,Russia,Saint Petersburg,32,search,desktop,1
385,2026-01-15,Russia,Moscow,38,email,desktop,1
386,2026-03-07,Russia,Rostov-on-Don,52,email,mobile,1
387,2026-02-01,Russia,Saint Petersburg,22,search,desktop,0
388,2026-03-28,Russia,Rostov-on-Don,44,search,tablet,1
389,2026-03-04,Russia,Moscow,41,referral,mobile,0
390,2026-03-27,Russia,Rostov-on-Don,24,social_media,desktop,1
391,2026-02-20,Russia,Moscow,23,referral,tablet,1
392,2026-01-25,Russia,Moscow,50,social_media,desktop,1
393,2026-02-27,Kazakhstan,Astana,34,social_media,mobile,1
394,2026-03-04,Belarus,Gomel,47,ads,mobile,1
395,2026-03-03,Russia,Rostov-on-Don,25,ads,mobile,0
396,2026-01-22,Russia,Kazan,24,referral,mobile,1
397,2026-02-27,Russia,Novosibirsk,23,ads,desktop,1
398,2026-02-27,Russia,Moscow,21,ads,mobile,0
399,2026-03-27,Russia,Kazan,18,social_media,tablet,1
400,2026-02-18,Russia,Saint Petersburg,32,social_media,mobile,0
401,2026-02-21,Russia,Saint Petersburg,48,ads,desktop,1
402,2026-02-11,Russia,Novosibirsk,42,ads,mobile,1
403,2026-03-11,Russia,Kazan,50,search,mobile,1
404,2026-01-15,Kazakhstan,Astana,52,ads,desktop,1
405,2026-02-23,Armenia,Yerevan,22,social_media,mobile,1
406,2026-03-01,Russia,Kazan,22,ads,mobile,0
407,2026-01-08,Russia,Novosibirsk,53,email,mobile,1
408,2026-02-22,Belarus,Minsk,34,email,mobile,1
409,2026-03-01,Belarus,Minsk,31,social_media,desktop,0
410,2026-01-05,Russia,Saint Petersburg,46,ads,tablet,1
411,2026-03-09,Russia,Kazan,25,search,mobile,0
412,2026-01-06,Russia,Rostov-on-Don,51,search,mobile,1
413,2026-02-16,Russia,Novosibirsk,18,ads,desktop,1
414,2026-02-24,Russia,Saint Petersburg,46,email,tablet,1
415,2026-02-09,Russia,Rostov-on-Don,53,search,tablet,1
416,2026-02-21,Russia,Kazan,54,email,desktop,1
417,2026-01-16,Russia,Saint Petersburg,46,ads,mobile,1
418,2026-01-13,Kazakhstan,Shymkent,22,ads,mobile,1
419,2026-01-30,Russia,Kazan,49,referral,mobile,1
420,2026-01-19,Russia,Kazan,41,search,mobile,0
421,2026-01-17,Russia,Saint Petersburg,36,search,desktop,1
422,2026-03-04,Russia,Rostov-on-Don,29,search,desktop,1
423,2026-01-19,Armenia,Gyumri,18,ads,desktop,1
424,2026-02-27,Russia,Moscow,24,social_media,mobile,1
425,2026-02-24,Russia,Rostov-on-Don,34,ads,desktop,1
426,2026-03-31,Kazakhstan,Astana,51,search,mobile,1
427,2026-03-31,Russia,Moscow,24,search,mobile,1
428,2026-03-03,Belarus,Minsk,34,referral,mobile,1
429,2026-01-23,Russia,Moscow,20,search,desktop,1
430,2026-01-09,Russia,Novosibirsk,46,ads,mobile,0
431,2026-01-12,Russia,Saint Petersburg,39,search,desktop,1
432,2026-01-01,Russia,Novosibirsk,55,ads,mobile,1
433,2026-02-27,Kazakhstan,Almaty,46,ads,mobile,1
434,2026-01-01,Kazakhstan,Shymkent,22,ads,tablet,1
435,2026-02-03,Russia,Novosibirsk,47,search,mobile,1
436,2026-02-17,Russia,Novosibirsk,40,ads,mobile,1
437,2026-03-30,Kazakhstan,Astana,38,search,mobile,1
438,2026-01-01,Belarus,Gomel,43,referral,tablet,1
439,2026-01-16,Russia,Kazan,38,social_media,mobile,1
440,2026-03-02,Russia,Novosibirsk,37,ads,mobile,1
441,2026-03-05,Russia,Novosibirsk,40,ads,mobile,1
442,2026-03-04,Belarus,Minsk,21,social_media,mobile,1
443,2026-03-10,Russia,Moscow,38,email,mobile,1
