lesson_id,user_id,course_id,lesson_date,lesson_type,attendance_status
53,4725,4,2026-04-29,homework_review,attended
54,4725,4,2026-05-06,webinar,attended
55,4725,4,2026-05-13,webinar,attended
56,4725,4,2026-05-20,webinar,attended
57,4725,4,2026-05-27,homework_review,missed
58,4725,4,2026-06-03,practice,missed
59,4725,4,2026-06-10,homework_review,attended
60,4725,4,2026-06-17,homework_review,attended
61,4725,4,2026-06-24,homework_review,missed
62,4210,2,2026-01-11,webinar,attended
63,4210,2,2026-01-18,webinar,attended
64,4210,2,2026-01-25,homework_review,missed
65,4210,2,2026-02-01,webinar,attended
66,4210,2,2026-02-08,webinar,attended
67,4210,2,2026-02-15,webinar,attended
68,743,6,2026-02-24,homework_review,attended
69,743,6,2026-03-03,practice,attended
70,743,6,2026-03-10,webinar,cancelled
71,743,6,2026-03-17,consultation,attended
72,743,6,2026-03-24,practice,attended
73,743,6,2026-03-31,webinar,attended
74,743,6,2026-04-07,practice,attended
75,743,6,2026-04-14,webinar,attended
76,1058,4,2026-03-07,homework_review,attended
77,1058,4,2026-03-14,webinar,attended
78,1058,4,2026-03-21,consultation,attended
79,1058,4,2026-03-28,practice,attended
80,1058,4,2026-04-04,webinar,attended
81,1058,4,2026-04-11,webinar,attended
82,1058,4,2026-04-18,practice,attended
83,1058,4,2026-04-25,webinar,missed
84,1058,4,2026-05-02,webinar,attended
85,1058,4,2026-05-09,webinar,attended
86,1058,4,2026-05-16,practice,attended
87,1058,4,2026-05-23,practice,attended
88,1974,3,2026-04-02,practice,attended
89,1974,3,2026-04-09,practice,attended
90,1974,3,2026-04-16,homework_review,attended
91,1974,3,2026-04-23,webinar,attended
92,1974,3,2026-04-30,homework_review,missed
93,1974,3,2026-05-07,webinar,attended
94,1974,3,2026-05-14,homework_review,attended
95,1974,3,2026-05-21,practice,attended
96,1974,3,2026-05-28,webinar,missed
97,1974,3,2026-06-04,homework_review,attended
98,3558,4,2026-02-22,webinar,attended
99,3558,4,2026-03-01,practice,missed
100,3558,4,2026-03-08,homework_review,attended
101,3558,4,2026-03-15,practice,attended
102,3558,4,2026-03-22,webinar,missed
103,3558,4,2026-03-29,practice,attended
104,3558,4,2026-04-05,webinar,attended
105,3558,4,2026-04-12,webinar,attended
106,3558,4,2026-04-19,practice,attended
107,3558,4,2026-04-26,practice,attended
108,3558,4,2026-05-03,practice,attended
109,3558,4,2026-05-10,webinar,attended
110,3822,6,2026-03-21,practice,missed
111,3822,6,2026-03-28,practice,attended
112,3822,6,2026-04-04,webinar,attended
113,3822,6,2026-04-11,webinar,attended
114,3822,6,2026-04-18,consultation,attended
115,3822,6,2026-04-25,homework_review,attended
116,3822,6,2026-05-02,homework_review,attended
117,3822,6,2026-05-09,practice,attended
118,152,2,2026-04-10,webinar,attended
119,152,2,2026-04-17,webinar,attended
120,152,2,2026-04-24,practice,attended
121,152,2,2026-05-01,homework_review,cancelled
122,152,2,2026-05-08,homework_review,attended
123,152,2,2026-05-15,webinar,missed
124,3419,5,2026-02-25,webinar,cancelled
125,3419,5,2026-03-04,consultation,missed
126,3419,5,2026-03-11,webinar,attended
127,3419,5,2026-03-18,homework_review,attended
128,3419,5,2026-03-25,webinar,attended
129,3419,5,2026-04-01,homework_review,attended
130,3419,5,2026-04-08,practice,attended
131,2887,1,2026-04-10,practice,cancelled
132,2887,1,2026-04-17,webinar,attended
133,2887,1,2026-04-24,homework_review,attended
134,2887,1,2026-05-01,practice,attended
135,2887,1,2026-05-08,webinar,attended
136,2887,1,2026-05-15,homework_review,missed
137,2887,1,2026-05-22,homework_review,missed
138,2887,1,2026-05-29,practice,attended
139,682,2,2026-02-09,homework_review,attended
140,682,2,2026-02-16,practice,missed
141,682,2,2026-02-23,homework_review,attended
142,682,2,2026-03-02,webinar,attended
143,682,2,2026-03-09,practice,attended
144,682,2,2026-03-16,practice,attended
145,2358,1,2026-02-18,webinar,attended
146,2358,1,2026-02-25,webinar,attended
147,2358,1,2026-03-04,homework_review,attended
148,2358,1,2026-03-11,webinar,attended
149,2358,1,2026-03-18,homework_review,attended
150,2358,1,2026-03-25,practice,attended
151,2358,1,2026-04-01,webinar,attended
152,2358,1,2026-04-08,practice,attended
153,3146,2,2026-03-31,practice,cancelled
154,3146,2,2026-04-07,practice,attended
155,3146,2,2026-04-14,homework_review,attended
156,3146,2,2026-04-21,webinar,attended
157,3146,2,2026-04-28,webinar,cancelled
158,3146,2,2026-05-05,homework_review,attended
159,1648,6,2026-02-01,webinar,attended
160,1648,6,2026-02-08,webinar,attended
161,1648,6,2026-02-15,practice,attended
162,1648,6,2026-02-22,practice,attended
163,1648,6,2026-03-01,consultation,attended
164,1648,6,2026-03-08,practice,attended
165,1648,6,2026-03-15,webinar,attended
166,1648,6,2026-03-22,webinar,attended
167,1621,3,2026-04-13,webinar,attended
168,1621,3,2026-04-20,webinar,attended
169,1621,3,2026-04-27,homework_review,attended
170,1621,3,2026-05-04,practice,attended
171,1621,3,2026-05-11,practice,attended
172,1621,3,2026-05-18,webinar,attended
173,1621,3,2026-05-25,webinar,attended
174,1621,3,2026-06-01,practice,attended
175,1621,3,2026-06-08,webinar,attended
176,1621,3,2026-06-15,practice,missed
177,3136,3,2026-03-17,practice,attended
178,3136,3,2026-03-24,webinar,attended
179,3136,3,2026-03-31,webinar,attended
180,3136,3,2026-04-07,homework_review,attended
181,3136,3,2026-04-14,webinar,attended
182,3136,3,2026-04-21,practice,attended
183,3136,3,2026-04-28,homework_review,attended
184,3136,3,2026-05-05,consultation,missed
185,3136,3,2026-05-12,webinar,attended
186,3136,3,2026-05-19,webinar,attended
187,2340,6,2026-04-03,webinar,attended
188,2340,6,2026-04-10,webinar,attended
189,2340,6,2026-04-17,homework_review,attended
190,2340,6,2026-04-24,homework_review,attended
191,2340,6,2026-05-01,webinar,attended
192,2340,6,2026-05-08,practice,missed
193,2340,6,2026-05-15,practice,missed
194,2340,6,2026-05-22,webinar,attended
195,4521,5,2026-04-11,homework_review,missed
196,4521,5,2026-04-18,consultation,attended
197,4521,5,2026-04-25,webinar,attended
198,4521,5,2026-05-02,webinar,missed
199,4521,5,2026-05-09,homework_review,attended
200,4521,5,2026-05-16,homework_review,attended
201,4521,5,2026-05-23,webinar,missed
202,4864,5,2026-04-05,practice,missed
203,4864,5,2026-04-12,webinar,missed
204,4864,5,2026-04-19,webinar,attended
205,4864,5,2026-04-26,homework_review,attended
206,4864,5,2026-05-03,webinar,cancelled
207,4864,5,2026-05-10,consultation,attended
208,4864,5,2026-05-17,practice,attended
209,970,5,2026-03-20,webinar,attended
210,970,5,2026-03-27,practice,attended
211,970,5,2026-04-03,homework_review,missed
212,970,5,2026-04-10,webinar,attended
213,970,5,2026-04-17,webinar,attended
214,970,5,2026-04-24,webinar,missed
215,970,5,2026-05-01,webinar,attended
216,1322,4,2026-04-12,webinar,attended
217,1322,4,2026-04-19,practice,attended
218,1322,4,2026-04-26,webinar,attended
219,1322,4,2026-05-03,webinar,missed
220,1322,4,2026-05-10,practice,attended
221,1322,4,2026-05-17,webinar,cancelled
222,1322,4,2026-05-24,webinar,attended
223,1322,4,2026-05-31,homework_review,missed
224,1322,4,2026-06-07,consultation,attended
225,1322,4,2026-06-14,webinar,attended
226,1322,4,2026-06-21,homework_review,attended
227,1322,4,2026-06-28,webinar,missed
228,1418,6,2026-02-07,webinar,attended
229,1418,6,2026-02-14,webinar,attended
230,1418,6,2026-02-21,webinar,attended
231,1418,6,2026-02-28,webinar,attended
232,1418,6,2026-03-07,practice,attended
233,1418,6,2026-03-14,consultation,attended
234,1418,6,2026-03-21,webinar,missed
235,1418,6,2026-03-28,webinar,cancelled
236,427,5,2026-01-12,webinar,cancelled
237,427,5,2026-01-19,webinar,missed
238,427,5,2026-01-26,practice,cancelled
239,427,5,2026-02-02,webinar,attended
240,427,5,2026-02-09,consultation,attended
241,427,5,2026-02-16,practice,attended
242,427,5,2026-02-23,practice,attended
243,2218,5,2026-02-04,practice,missed
244,2218,5,2026-02-11,webinar,attended
245,2218,5,2026-02-18,consultation,missed
246,2218,5,2026-02-25,practice,attended
247,2218,5,2026-03-04,webinar,attended
248,2218,5,2026-03-11,practice,attended
249,2218,5,2026-03-18,practice,attended
250,1740,2,2026-02-12,consultation,cancelled
251,1740,2,2026-02-19,practice,attended
252,1740,2,2026-02-26,webinar,missed
253,1740,2,2026-03-05,practice,attended
254,1740,2,2026-03-12,homework_review,missed
255,1740,2,2026-03-19,homework_review,attended
256,2585,1,2026-02-28,practice,attended
257,2585,1,2026-03-07,homework_review,missed
258,2585,1,2026-03-14,webinar,attended
259,2585,1,2026-03-21,webinar,missed
260,2585,1,2026-03-28,consultation,attended
261,2585,1,2026-04-04,practice,attended
262,2585,1,2026-04-11,consultation,missed
263,2585,1,2026-04-18,homework_review,attended
264,2894,1,2026-01-26,webinar,attended
265,2894,1,2026-02-02,webinar,missed
266,2894,1,2026-02-09,homework_review,cancelled
267,2894,1,2026-02-16,consultation,attended
268,2894,1,2026-02-23,homework_review,missed
269,2894,1,2026-03-02,homework_review,attended
270,2894,1,2026-03-09,practice,attended
271,2894,1,2026-03-16,consultation,attended
272,150,2,2026-03-24,webinar,attended
273,150,2,2026-03-31,practice,attended
274,150,2,2026-04-07,webinar,attended
275,150,2,2026-04-14,practice,attended
276,150,2,2026-04-21,practice,missed
277,150,2,2026-04-28,practice,attended
278,4918,5,2026-01-29,homework_review,attended
279,4918,5,2026-02-05,webinar,attended
280,4918,5,2026-02-12,homework_review,attended
281,4918,5,2026-02-19,practice,attended
282,4918,5,2026-02-26,webinar,attended
283,4918,5,2026-03-05,webinar,attended
284,4918,5,2026-03-12,webinar,attended
285,2196,1,2026-02-17,homework_review,attended
286,2196,1,2026-02-24,practice,missed
287,2196,1,2026-03-03,webinar,attended
288,2196,1,2026-03-10,homework_review,missed
289,2196,1,2026-03-17,webinar,missed
290,2196,1,2026-03-24,practice,attended
291,2196,1,2026-03-31,practice,cancelled
292,2196,1,2026-04-07,practice,attended
293,658,3,2026-02-16,practice,attended
294,658,3,2026-02-23,webinar,attended
295,658,3,2026-03-02,webinar,attended
296,658,3,2026-03-09,webinar,attended
297,658,3,2026-03-16,webinar,attended
298,658,3,2026-03-23,homework_review,attended
299,658,3,2026-03-30,practice,attended
300,658,3,2026-04-06,webinar,attended
301,658,3,2026-04-13,webinar,attended
302,658,3,2026-04-20,webinar,attended
303,4693,1,2026-03-08,webinar,attended
304,4693,1,2026-03-15,webinar,attended
305,4693,1,2026-03-22,practice,attended
306,4693,1,2026-03-29,webinar,missed
307,4693,1,2026-04-05,practice,attended
308,4693,1,2026-04-12,homework_review,missed
309,4693,1,2026-04-19,webinar,attended
310,4693,1,2026-04-26,homework_review,attended
311,1619,4,2026-03-04,webinar,attended
312,1619,4,2026-03-11,webinar,attended
313,1619,4,2026-03-18,practice,attended
314,1619,4,2026-03-25,practice,attended
315,1619,4,2026-04-01,webinar,attended
316,1619,4,2026-04-08,practice,missed
317,1619,4,2026-04-15,practice,attended
318,1619,4,2026-04-22,webinar,attended
319,1619,4,2026-04-29,practice,attended
320,1619,4,2026-05-06,webinar,attended
321,1619,4,2026-05-13,webinar,attended
322,1619,4,2026-05-20,webinar,attended
323,1804,4,2026-04-08,webinar,missed
324,1804,4,2026-04-15,practice,attended
325,1804,4,2026-04-22,homework_review,attended
326,1804,4,2026-04-29,webinar,attended
327,1804,4,2026-05-06,practice,attended
328,1804,4,2026-05-13,webinar,attended
329,1804,4,2026-05-20,webinar,attended
330,1804,4,2026-05-27,practice,attended
331,1804,4,2026-06-03,webinar,cancelled
332,1804,4,2026-06-10,practice,attended
333,1804,4,2026-06-17,webinar,attended
334,1804,4,2026-06-24,webinar,attended
335,2643,4,2026-03-13,webinar,attended
336,2643,4,2026-03-20,webinar,missed
337,2643,4,2026-03-27,webinar,attended
338,2643,4,2026-04-03,webinar,cancelled
339,2643,4,2026-04-10,webinar,attended
340,2643,4,2026-04-17,consultation,missed
341,2643,4,2026-04-24,homework_review,attended
342,2643,4,2026-05-01,webinar,attended
343,2643,4,2026-05-08,homework_review,attended
344,2643,4,2026-05-15,practice,attended
345,2643,4,2026-05-22,homework_review,attended
346,2643,4,2026-05-29,webinar,attended
347,4803,3,2026-02-10,practice,attended
348,4803,3,2026-02-17,webinar,attended
349,4803,3,2026-02-24,webinar,attended
350,4803,3,2026-03-03,webinar,attended
351,4803,3,2026-03-10,practice,attended
352,4803,3,2026-03-17,webinar,attended
353,4803,3,2026-03-24,webinar,cancelled
354,4803,3,2026-03-31,webinar,missed
355,4803,3,2026-04-07,webinar,attended
356,4803,3,2026-04-14,homework_review,attended
357,1962,2,2026-04-17,practice,attended
358,1962,2,2026-04-24,webinar,missed
359,1962,2,2026-05-01,homework_review,cancelled
360,1962,2,2026-05-08,webinar,attended
361,1962,2,2026-05-15,homework_review,attended
362,1962,2,2026-05-22,webinar,attended
363,3041,3,2026-03-03,practice,missed
364,3041,3,2026-03-10,webinar,missed
365,3041,3,2026-03-17,webinar,attended
366,3041,3,2026-03-24,webinar,missed
367,3041,3,2026-03-31,practice,attended
368,3041,3,2026-04-07,webinar,missed
369,3041,3,2026-04-14,webinar,missed
370,3041,3,2026-04-21,webinar,attended
371,3041,3,2026-04-28,practice,attended
372,3041,3,2026-05-05,practice,attended
373,3946,4,2026-03-20,webinar,missed
374,3946,4,2026-03-27,webinar,attended
375,3946,4,2026-04-03,homework_review,attended
376,3946,4,2026-04-10,webinar,missed
377,3946,4,2026-04-17,practice,attended
378,3946,4,2026-04-24,webinar,missed
379,3946,4,2026-05-01,practice,attended
380,3946,4,2026-05-08,homework_review,missed
381,3946,4,2026-05-15,webinar,attended
382,3946,4,2026-05-22,webinar,attended
383,3946,4,2026-05-29,webinar,attended
384,3946,4,2026-06-05,homework_review,missed
385,4626,1,2026-03-04,webinar,missed
386,4626,1,2026-03-11,webinar,missed
387,4626,1,2026-03-18,webinar,attended
388,4626,1,2026-03-25,homework_review,attended
389,4626,1,2026-04-01,webinar,attended
390,4626,1,2026-04-08,practice,attended
391,4626,1,2026-04-15,practice,attended
392,4626,1,2026-04-22,webinar,attended
393,1875,2,2026-03-08,webinar,missed
394,1875,2,2026-03-15,practice,attended
395,1875,2,2026-03-22,practice,missed
396,1875,2,2026-03-29,webinar,attended
397,1875,2,2026-04-05,practice,attended
398,1875,2,2026-04-12,webinar,missed
399,812,4,2026-04-14,homework_review,attended
400,812,4,2026-04-21,practice,missed
401,812,4,2026-04-28,practice,attended
402,812,4,2026-05-05,practice,attended
403,812,4,2026-05-12,webinar,attended
404,812,4,2026-05-19,homework_review,missed
405,812,4,2026-05-26,practice,attended
406,812,4,2026-06-02,consultation,missed
407,812,4,2026-06-09,webinar,missed
408,812,4,2026-06-16,homework_review,attended
409,812,4,2026-06-23,practice,attended
410,812,4,2026-06-30,webinar,attended
411,2624,6,2026-02-16,homework_review,attended
412,2624,6,2026-02-23,webinar,attended
413,2624,6,2026-03-02,practice,missed
414,2624,6,2026-03-09,webinar,attended
415,2624,6,2026-03-16,practice,attended
416,2624,6,2026-03-23,webinar,attended
417,2624,6,2026-03-30,webinar,attended
418,2624,6,2026-04-06,practice,attended
419,4976,3,2026-01-31,homework_review,attended
420,4976,3,2026-02-07,practice,attended
421,4976,3,2026-02-14,webinar,attended
422,4976,3,2026-02-21,webinar,cancelled
423,4976,3,2026-02-28,webinar,attended
424,4976,3,2026-03-07,webinar,cancelled
425,4976,3,2026-03-14,practice,attended
426,4976,3,2026-03-21,webinar,attended
427,4976,3,2026-03-28,webinar,missed
428,4976,3,2026-04-04,webinar,attended
429,1873,1,2026-01-27,webinar,attended
430,1873,1,2026-02-03,practice,attended
431,1873,1,2026-02-10,homework_review,attended
432,1873,1,2026-02-17,practice,attended
433,1873,1,2026-02-24,webinar,attended
434,1873,1,2026-03-03,webinar,attended
435,1873,1,2026-03-10,homework_review,missed
436,1873,1,2026-03-17,webinar,attended
437,2054,3,2026-02-19,practice,attended
438,2054,3,2026-02-26,webinar,attended
439,2054,3,2026-03-05,practice,attended
440,2054,3,2026-03-12,webinar,attended
441,2054,3,2026-03-19,webinar,attended
442,2054,3,2026-03-26,webinar,attended
443,2054,3,2026-04-02,homework_review,attended
444,2054,3,2026-04-09,practice,attended
445,2054,3,2026-04-16,webinar,attended
446,2054,3,2026-04-23,practice,missed
447,2255,1,2026-04-02,homework_review,attended
448,2255,1,2026-04-09,practice,attended
449,2255,1,2026-04-16,webinar,missed
450,2255,1,2026-04-23,webinar,attended
451,2255,1,2026-04-30,webinar,attended
452,2255,1,2026-05-07,webinar,attended
453,2255,1,2026-05-14,webinar,missed
454,2255,1,2026-05-21,homework_review,attended
455,1618,6,2026-03-12,webinar,attended
456,1618,6,2026-03-19,practice,attended
457,1618,6,2026-03-26,practice,attended
458,1618,6,2026-04-02,practice,attended
459,1618,6,2026-04-09,webinar,missed
460,1618,6,2026-04-16,homework_review,attended
461,1618,6,2026-04-23,homework_review,attended
462,1618,6,2026-04-30,homework_review,missed
463,2610,2,2026-02-22,webinar,attended
464,2610,2,2026-03-01,webinar,attended
465,2610,2,2026-03-08,practice,attended
466,2610,2,2026-03-15,webinar,missed
467,2610,2,2026-03-22,consultation,attended
468,2610,2,2026-03-29,webinar,attended
469,890,1,2026-02-26,webinar,missed
470,890,1,2026-03-05,webinar,attended
471,890,1,2026-03-12,webinar,attended
472,890,1,2026-03-19,practice,missed
473,890,1,2026-03-26,webinar,attended
474,890,1,2026-04-02,webinar,missed
475,890,1,2026-04-09,homework_review,attended
476,890,1,2026-04-16,practice,attended
477,3575,3,2026-02-06,webinar,missed
478,3575,3,2026-02-13,webinar,attended
479,3575,3,2026-02-20,practice,attended
480,3575,3,2026-02-27,webinar,attended
481,3575,3,2026-03-06,webinar,attended
482,3575,3,2026-03-13,webinar,attended
483,3575,3,2026-03-20,webinar,attended
484,3575,3,2026-03-27,practice,attended
485,3575,3,2026-04-03,practice,attended
486,3575,3,2026-04-10,practice,missed
487,2681,3,2026-03-16,practice,attended
488,2681,3,2026-03-23,webinar,attended
489,2681,3,2026-03-30,practice,attended
490,2681,3,2026-04-06,practice,attended
491,2681,3,2026-04-13,webinar,attended
492,2681,3,2026-04-20,webinar,attended
493,2681,3,2026-04-27,practice,attended
494,2681,3,2026-05-04,practice,attended
495,2681,3,2026-05-11,webinar,missed
496,2681,3,2026-05-18,homework_review,attended
497,2949,2,2026-03-28,webinar,attended
498,2949,2,2026-04-04,webinar,attended
499,2949,2,2026-04-11,homework_review,attended
500,2949,2,2026-04-18,consultation,attended
501,2949,2,2026-04-25,webinar,attended
502,2949,2,2026-05-02,homework_review,attended
503,136,3,2026-03-31,homework_review,attended
504,136,3,2026-04-07,practice,missed
505,136,3,2026-04-14,webinar,attended
506,136,3,2026-04-21,webinar,cancelled
507,136,3,2026-04-28,homework_review,attended
508,136,3,2026-05-05,practice,missed
509,136,3,2026-05-12,webinar,attended
510,136,3,2026-05-19,homework_review,attended
511,136,3,2026-05-26,practice,attended
512,136,3,2026-06-02,homework_review,cancelled
513,1361,2,2026-03-11,homework_review,attended
514,1361,2,2026-03-18,homework_review,missed
515,1361,2,2026-03-25,webinar,missed
516,1361,2,2026-04-01,webinar,attended
517,1361,2,2026-04-08,webinar,attended
518,1361,2,2026-04-15,webinar,attended
519,2005,1,2026-03-02,webinar,attended
520,2005,1,2026-03-09,webinar,attended
521,2005,1,2026-03-16,practice,missed
522,2005,1,2026-03-23,webinar,attended
523,2005,1,2026-03-30,homework_review,attended
524,2005,1,2026-04-06,webinar,attended
525,2005,1,2026-04-13,homework_review,attended
526,2005,1,2026-04-20,homework_review,attended
527,62,6,2026-04-09,homework_review,missed
528,62,6,2026-04-16,consultation,attended
529,62,6,2026-04-23,homework_review,attended
530,62,6,2026-04-30,practice,attended
531,62,6,2026-05-07,homework_review,cancelled
532,62,6,2026-05-14,homework_review,attended
533,62,6,2026-05-21,webinar,attended
534,62,6,2026-05-28,webinar,attended
535,2406,5,2026-03-24,webinar,attended
536,2406,5,2026-03-31,webinar,attended
537,2406,5,2026-04-07,webinar,attended
538,2406,5,2026-04-14,consultation,attended
539,2406,5,2026-04-21,webinar,attended
540,2406,5,2026-04-28,webinar,missed
541,2406,5,2026-05-05,homework_review,attended
542,96,4,2026-02-28,webinar,missed
543,96,4,2026-03-07,homework_review,attended
544,96,4,2026-03-14,practice,attended
545,96,4,2026-03-21,consultation,attended
546,96,4,2026-03-28,homework_review,attended
547,96,4,2026-04-04,practice,attended
548,96,4,2026-04-11,webinar,attended
549,96,4,2026-04-18,webinar,attended
550,96,4,2026-04-25,homework_review,attended
551,96,4,2026-05-02,webinar,cancelled
552,96,4,2026-05-09,homework_review,missed
553,96,4,2026-05-16,consultation,attended
554,3143,2,2026-01-13,webinar,attended
555,3143,2,2026-01-20,practice,attended
556,3143,2,2026-01-27,homework_review,attended
557,3143,2,2026-02-03,webinar,attended
558,3143,2,2026-02-10,practice,attended
559,3143,2,2026-02-17,webinar,missed
560,4926,5,2026-02-28,webinar,attended
561,4926,5,2026-03-07,homework_review,cancelled
562,4926,5,2026-03-14,homework_review,missed
563,4926,5,2026-03-21,practice,attended
564,4926,5,2026-03-28,webinar,attended
565,4926,5,2026-04-04,webinar,attended
566,4926,5,2026-04-11,practice,attended
567,1537,4,2026-02-05,webinar,attended
568,1537,4,2026-02-12,practice,attended
569,1537,4,2026-02-19,homework_review,attended
570,1537,4,2026-02-26,practice,attended
571,1537,4,2026-03-05,homework_review,attended
572,1537,4,2026-03-12,practice,attended
573,1537,4,2026-03-19,webinar,missed
574,1537,4,2026-03-26,homework_review,attended
575,1537,4,2026-04-02,homework_review,missed
576,1537,4,2026-04-09,practice,missed
577,1537,4,2026-04-16,practice,attended
578,1537,4,2026-04-23,practice,attended
579,4535,1,2026-02-15,webinar,missed
580,4535,1,2026-02-22,homework_review,attended
581,4535,1,2026-03-01,homework_review,attended
582,4535,1,2026-03-08,webinar,attended
583,4535,1,2026-03-15,webinar,missed
584,4535,1,2026-03-22,homework_review,attended
585,4535,1,2026-03-29,webinar,attended
586,4535,1,2026-04-05,practice,cancelled
587,4801,6,2026-03-22,practice,attended
588,4801,6,2026-03-29,practice,attended
589,4801,6,2026-04-05,homework_review,attended
590,4801,6,2026-04-12,homework_review,attended
591,4801,6,2026-04-19,consultation,attended
592,4801,6,2026-04-26,practice,missed
593,4801,6,2026-05-03,webinar,missed
594,4801,6,2026-05-10,practice,attended
595,3339,6,2026-03-17,webinar,attended
596,3339,6,2026-03-24,webinar,attended
597,3339,6,2026-03-31,webinar,attended
598,3339,6,2026-04-07,webinar,missed
599,3339,6,2026-04-14,consultation,cancelled
600,3339,6,2026-04-21,practice,attended
601,3339,6,2026-04-28,homework_review,attended
602,3339,6,2026-05-05,webinar,attended
603,4886,3,2026-03-12,practice,attended
604,4886,3,2026-03-19,practice,attended
605,4886,3,2026-03-26,webinar,cancelled
606,4886,3,2026-04-02,webinar,attended
607,4886,3,2026-04-09,webinar,missed
608,4886,3,2026-04-16,practice,attended
609,4886,3,2026-04-23,webinar,attended
610,4886,3,2026-04-30,practice,attended
611,4886,3,2026-05-07,consultation,attended
612,4886,3,2026-05-14,webinar,missed
613,2417,3,2026-04-01,webinar,attended
614,2417,3,2026-04-08,webinar,attended
615,2417,3,2026-04-15,consultation,attended
616,2417,3,2026-04-22,homework_review,attended
617,2417,3,2026-04-29,webinar,attended
618,2417,3,2026-05-06,practice,attended
619,2417,3,2026-05-13,homework_review,attended
620,2417,3,2026-05-20,consultation,attended
621,2417,3,2026-05-27,homework_review,attended
622,2417,3,2026-06-03,homework_review,missed
623,3922,6,2026-01-30,homework_review,attended
624,3922,6,2026-02-06,webinar,attended
625,3922,6,2026-02-13,homework_review,attended
626,3922,6,2026-02-20,homework_review,attended
627,3922,6,2026-02-27,webinar,attended
628,3922,6,2026-03-06,practice,attended
629,3922,6,2026-03-13,webinar,attended
630,3922,6,2026-03-20,webinar,attended
631,4742,1,2026-03-30,webinar,missed
632,4742,1,2026-04-06,webinar,attended
633,4742,1,2026-04-13,webinar,attended
634,4742,1,2026-04-20,webinar,attended
635,4742,1,2026-04-27,practice,attended
636,4742,1,2026-05-04,practice,missed
637,4742,1,2026-05-11,homework_review,attended
638,4742,1,2026-05-18,practice,attended
639,1193,1,2026-02-16,webinar,cancelled
640,1193,1,2026-02-23,webinar,attended
641,1193,1,2026-03-02,practice,attended
642,1193,1,2026-03-09,practice,attended
643,1193,1,2026-03-16,webinar,attended
644,1193,1,2026-03-23,webinar,attended
645,1193,1,2026-03-30,webinar,attended
646,1193,1,2026-04-06,webinar,attended
647,4511,4,2026-02-03,practice,attended
648,4511,4,2026-02-10,homework_review,attended
649,4511,4,2026-02-17,webinar,attended
650,4511,4,2026-02-24,practice,attended
651,4511,4,2026-03-03,webinar,missed
652,4511,4,2026-03-10,webinar,attended
653,4511,4,2026-03-17,practice,missed
654,4511,4,2026-03-24,practice,missed
655,4511,4,2026-03-31,webinar,missed
656,4511,4,2026-04-07,webinar,missed
657,4511,4,2026-04-14,practice,missed
658,4511,4,2026-04-21,practice,attended
659,416,4,2026-04-14,practice,attended
660,416,4,2026-04-21,webinar,attended
661,416,4,2026-04-28,webinar,attended
662,416,4,2026-05-05,homework_review,attended
663,416,4,2026-05-12,consultation,attended
664,416,4,2026-05-19,webinar,missed
665,416,4,2026-05-26,practice,attended
666,416,4,2026-06-02,practice,attended
667,416,4,2026-06-09,webinar,cancelled
668,416,4,2026-06-16,consultation,attended
669,416,4,2026-06-23,webinar,attended
